,num_to_shelf,sim_thresh,merge_sim_thresh,batch_size,eons,i,size,std,num,is_shuffle,classifications,class_centers,error
9290,6,0.93,0.87,32,50,48,2000,1.5,6,True,,,0.11295509505202402
9291,6,0.93,0.87,32,50,48,2000,1.5,6,False,,,0.49212407296107
9292,10,0.93,0.87,32,50,48,2000,1.5,10,True,,,0.42943239821473106
9293,10,0.93,0.87,32,50,48,2000,1.5,10,False,,,0.263403111862462
9294,20,0.93,0.87,32,50,48,2000,1.5,20,True,,,0.799684528446653
9295,20,0.93,0.87,32,50,48,2000,1.5,20,False,,,0.7394261485346351
9296,50,0.93,0.87,32,50,48,2000,1.5,50,True,,,1.421617883451723
9297,50,0.93,0.87,32,50,48,2000,1.5,50,False,,,1.827506778381779
9298,100,0.93,0.87,32,50,48,2000,1.5,100,True,,,3.434725139821648
9299,100,0.93,0.87,32,50,48,2000,1.5,100,False,,,3.7271586735803073
9300,4,0.93,0.87,32,50,48,2000,2.0,4,True,,,0.07672416554837301
9301,4,0.93,0.87,32,50,48,2000,2.0,4,False,,,0.400405099638223
9302,6,0.93,0.87,32,50,48,2000,2.0,6,True,,,0.173244872312057
9303,6,0.93,0.87,32,50,48,2000,2.0,6,False,,,0.200923071841067
9304,10,0.93,0.87,32,50,48,2000,2.0,10,True,,,0.42729252411629604
9305,10,0.93,0.87,32,50,48,2000,2.0,10,False,,,0.45013007756787504
9306,20,0.93,0.87,32,50,48,2000,2.0,20,True,,,0.9870371502724701
9307,20,0.93,0.87,32,50,48,2000,2.0,20,False,,,0.8167063271611391
9308,50,0.93,0.87,32,50,48,2000,2.0,50,True,,,1.731628501695206
9309,50,0.93,0.87,32,50,48,2000,2.0,50,False,,,1.901558604914832
9310,100,0.93,0.87,32,50,48,2000,2.0,100,True,,,3.561432845891696
9311,100,0.93,0.87,32,50,48,2000,2.0,100,False,,,3.458237112242192
9312,4,0.93,0.87,32,64,48,10000,1.0,4,True,,,0.151112023312503
9313,4,0.93,0.87,32,64,48,10000,1.0,4,False,,,0.150922979571693
9314,6,0.93,0.87,32,64,48,10000,1.0,6,True,,,0.019068907570464002
9315,6,0.93,0.87,32,64,48,10000,1.0,6,False,,,0.334954911779481
9316,10,0.93,0.87,32,64,48,10000,1.0,10,True,,,0.18743794573746
9317,10,0.93,0.87,32,64,48,10000,1.0,10,False,,,0.365347199150351
9318,20,0.93,0.87,32,64,48,10000,1.0,20,True,,,0.627868347682299
9319,20,0.93,0.87,32,64,48,10000,1.0,20,False,,,0.741898601469118
9320,50,0.93,0.87,32,64,48,10000,1.0,50,True,,,1.2145117886601131
9321,50,0.93,0.87,32,64,48,10000,1.0,50,False,,,1.349369717216274
9322,100,0.93,0.87,32,64,48,10000,1.0,100,True,,,2.664425484652115
9323,100,0.93,0.87,32,64,48,10000,1.0,100,False,,,2.756465743474041
9324,4,0.93,0.87,32,64,48,10000,1.2,4,True,,,0.024844359225477
9325,4,0.93,0.87,32,64,48,10000,1.2,4,False,,,0.14926964186965502
9326,6,0.93,0.87,32,64,48,10000,1.2,6,True,,,0.027685723243647
9327,6,0.93,0.87,32,64,48,10000,1.2,6,False,,,0.31882396142811203
9328,10,0.93,0.87,32,64,48,10000,1.2,10,True,,,0.073012612361186
9329,10,0.93,0.87,32,64,48,10000,1.2,10,False,,,0.37987312687781705
9330,20,0.93,0.87,32,64,48,10000,1.2,20,True,,,0.565725172775657
9331,20,0.93,0.87,32,64,48,10000,1.2,20,False,,,0.8398275155501971
9332,50,0.93,0.87,32,64,48,10000,1.2,50,True,,,1.4388695182427411
9333,50,0.93,0.87,32,64,48,10000,1.2,50,False,,,1.423202424265418
9334,100,0.93,0.87,32,64,48,10000,1.2,100,True,,,2.836073582195956
9335,100,0.93,0.87,32,64,48,10000,1.2,100,False,,,2.848902919418574
9336,4,0.93,0.87,32,64,48,10000,1.5,4,True,,,0.023483198921466
9337,4,0.93,0.87,32,64,48,10000,1.5,4,False,,,0.146692112045925
9338,6,0.93,0.87,32,64,48,10000,1.5,6,True,,,0.113677297319278
9339,6,0.93,0.87,32,64,48,10000,1.5,6,False,,,0.30874910522937904
9340,10,0.93,0.87,32,64,48,10000,1.5,10,True,,,0.21854836267829603
9341,10,0.93,0.87,32,64,48,10000,1.5,10,False,,,0.51568765982047
9342,20,0.93,0.87,32,64,48,10000,1.5,20,True,,,0.6451769974438151
9343,20,0.93,0.87,32,64,48,10000,1.5,20,False,,,0.8112709576995351
9344,50,0.93,0.87,32,64,48,10000,1.5,50,True,,,1.506778777285363
9345,50,0.93,0.87,32,64,48,10000,1.5,50,False,,,1.596620219419703
9346,100,0.93,0.87,32,64,48,10000,1.5,100,True,,,2.938988523576357
9347,100,0.93,0.87,32,64,48,10000,1.5,100,False,,,3.109006692170825
9348,4,0.93,0.87,32,64,48,10000,2.0,4,True,,,0.035799639843251005
9349,4,0.93,0.87,32,64,48,10000,2.0,4,False,,,0.15102459376059602
9350,6,0.93,0.87,32,64,48,10000,2.0,6,True,,,0.254588625112918
9351,6,0.93,0.87,32,64,48,10000,2.0,6,False,,,0.328819268989398
9352,10,0.93,0.87,32,64,48,10000,2.0,10,True,,,0.38074139961929104
9353,10,0.93,0.87,32,64,48,10000,2.0,10,False,,,0.41149002932072104
9354,20,0.93,0.87,32,64,48,10000,2.0,20,True,,,0.864752588831542
9355,20,0.93,0.87,32,64,48,10000,2.0,20,False,,,0.7578313159383281
9356,50,0.93,0.87,32,64,48,10000,2.0,50,True,,,1.5620867484298642
9357,50,0.93,0.87,32,64,48,10000,2.0,50,False,,,1.820138947056444
9358,100,0.93,0.87,32,64,48,10000,2.0,100,True,,,3.052028989889588
9359,100,0.93,0.87,32,64,48,10000,2.0,100,False,,,2.995056221514381
9360,4,0.93,0.87,32,64,48,50000,1.0,4,True,,,0.011879700576363
9361,4,0.93,0.87,32,64,48,50000,1.0,4,False,,,0.14258669479559302
9362,6,0.93,0.87,32,64,48,50000,1.0,6,True,,,0.008411324081167001
9363,6,0.93,0.87,32,64,48,50000,1.0,6,False,,,0.147353069535565
9364,10,0.93,0.87,32,64,48,50000,1.0,10,True,,,0.15255405079471301
9365,10,0.93,0.87,32,64,48,50000,1.0,10,False,,,0.309004542461894
9366,20,0.93,0.87,32,64,48,50000,1.0,20,True,,,0.39199510412675603
9367,20,0.93,0.87,32,64,48,50000,1.0,20,False,,,0.58996257329624
9368,50,0.93,0.87,32,64,48,50000,1.0,50,True,,,1.045449080969878
9369,50,0.93,0.87,32,64,48,50000,1.0,50,False,,,1.306786061426924
9370,100,0.93,0.87,32,64,48,50000,1.0,100,True,,,2.432643972291889
9371,100,0.93,0.87,32,64,48,50000,1.0,100,False,,,2.673488293483185
9372,4,0.93,0.87,32,64,48,50000,1.2,4,True,,,0.012982427204449
9373,4,0.93,0.87,32,64,48,50000,1.2,4,False,,,0.13874455795964402
9374,6,0.93,0.87,32,64,48,50000,1.2,6,True,,,0.14955163683963701
9375,6,0.93,0.87,32,64,48,50000,1.2,6,False,,,0.141300608885119
9376,10,0.93,0.87,32,64,48,50000,1.2,10,True,,,0.21730530586270203
9377,10,0.93,0.87,32,64,48,50000,1.2,10,False,,,0.397914630700118
9378,20,0.93,0.87,32,64,48,50000,1.2,20,True,,,0.622120715403449
9379,20,0.93,0.87,32,64,48,50000,1.2,20,False,,,0.8240989908189981
9380,50,0.93,0.87,32,64,48,50000,1.2,50,True,,,1.364613760192901
9381,50,0.93,0.87,32,64,48,50000,1.2,50,False,,,1.54410955265371
9382,100,0.93,0.87,32,64,48,50000,1.2,100,True,,,2.704291177219943
9383,100,0.93,0.87,32,64,48,50000,1.2,100,False,,,2.8598932715305443
9384,4,0.93,0.87,32,64,48,50000,1.5,4,True,,,0.018164115062086
9385,4,0.93,0.87,32,64,48,50000,1.5,4,False,,,0.134213325953007
9386,6,0.93,0.87,32,64,48,50000,1.5,6,True,,,0.245609713009166
9387,6,0.93,0.87,32,64,48,50000,1.5,6,False,,,0.14303567647162602
9388,10,0.93,0.87,32,64,48,50000,1.5,10,True,,,0.23919715827774202
9389,10,0.93,0.87,32,64,48,50000,1.5,10,False,,,0.45227587679505804
9390,20,0.93,0.87,32,64,48,50000,1.5,20,True,,,0.682199224458352
9391,20,0.93,0.87,32,64,48,50000,1.5,20,False,,,0.888473188644306
9392,50,0.93,0.87,32,64,48,50000,1.5,50,True,,,1.591284500345742
9393,50,0.93,0.87,32,64,48,50000,1.5,50,False,,,1.753255757362517
9394,100,0.93,0.87,32,64,48,50000,1.5,100,True,,,2.739298802809781
9395,100,0.93,0.87,32,64,48,50000,1.5,100,False,,,2.924601494320368
9396,4,0.93,0.87,32,64,48,50000,2.0,4,True,,,0.037772957643971004
9397,4,0.93,0.87,32,64,48,50000,2.0,4,False,,,0.12816852378554
9398,6,0.93,0.87,32,64,48,50000,2.0,6,True,,,0.145998770969225
9399,6,0.93,0.87,32,64,48,50000,2.0,6,False,,,0.17574518180731902
9400,10,0.93,0.87,32,64,48,50000,2.0,10,True,,,0.246489005828944
9401,10,0.93,0.87,32,64,48,50000,2.0,10,False,,,0.465078872821633
9402,20,0.93,0.87,32,64,48,50000,2.0,20,True,,,0.807711470766245
9403,20,0.93,0.87,32,64,48,50000,2.0,20,False,,,0.9073228555929561
9404,50,0.93,0.87,32,64,48,50000,2.0,50,True,,,1.633149985841631
9405,50,0.93,0.87,32,64,48,50000,2.0,50,False,,,1.62917122373974
9406,100,0.93,0.87,32,64,48,50000,2.0,100,True,,,2.829408429617887
9407,100,0.93,0.87,32,64,48,50000,2.0,100,False,,,2.446218915942842
9408,4,0.93,0.87,32,25,49,1000,1.0,4,True,,,0.010594420323604001
9409,4,0.93,0.87,32,25,49,1000,1.0,4,False,,,0.592906876593708
9410,6,0.93,0.87,32,25,49,1000,1.0,6,True,,,0.22300172999344703
9411,6,0.93,0.87,32,25,49,1000,1.0,6,False,,,0.276339357965928
9412,10,0.93,0.87,32,25,49,1000,1.0,10,True,,,0.292109370204288
9413,10,0.93,0.87,32,25,49,1000,1.0,10,False,,,0.7359420115107661
9414,20,0.93,0.87,32,25,49,1000,1.0,20,True,,,0.357093095908461
9415,20,0.93,0.87,32,25,49,1000,1.0,20,False,,,1.117966997789224
9416,50,0.93,0.87,32,25,49,1000,1.0,50,True,,,1.428095249681584
9417,50,0.93,0.87,32,25,49,1000,1.0,50,False,,,1.5060190459742882
9418,100,0.93,0.87,32,25,49,1000,1.0,100,True,,,3.191506853015031
9419,100,0.93,0.87,32,25,49,1000,1.0,100,False,,,3.392167229265572
9420,4,0.93,0.87,32,25,49,1000,1.2,4,True,,,0.010794915884433001
9421,4,0.93,0.87,32,25,49,1000,1.2,4,False,,,1.09964825641238
9422,6,0.93,0.87,32,25,49,1000,1.2,6,True,,,0.267711674587681
9423,6,0.93,0.87,32,25,49,1000,1.2,6,False,,,0.12786933933576
9424,10,0.93,0.87,32,25,49,1000,1.2,10,True,,,0.30255347751328804
9425,10,0.93,0.87,32,25,49,1000,1.2,10,False,,,0.9705229754053891
9426,20,0.93,0.87,32,25,49,1000,1.2,20,True,,,0.691026348396881
9427,20,0.93,0.87,32,25,49,1000,1.2,20,False,,,1.285480123606016
9428,50,0.93,0.87,32,25,49,1000,1.2,50,True,,,1.578700467727298
9429,50,0.93,0.87,32,25,49,1000,1.2,50,False,,,1.659386706713665
9430,100,0.93,0.87,32,25,49,1000,1.2,100,True,,,3.3863984720752542
9431,100,0.93,0.87,32,25,49,1000,1.2,100,False,,,3.5906171099804203
9432,4,0.93,0.87,32,25,49,1000,1.5,4,True,,,0.03580990927997
9433,4,0.93,0.87,32,25,49,1000,1.5,4,False,,,1.011714280781249
9434,6,0.93,0.87,32,25,49,1000,1.5,6,True,,,0.22439068335752102
9435,6,0.93,0.87,32,25,49,1000,1.5,6,False,,,0.17079714412191402
9436,10,0.93,0.87,32,25,49,1000,1.5,10,True,,,0.34565288935097704
9437,10,0.93,0.87,32,25,49,1000,1.5,10,False,,,0.9959145388334061
9438,20,0.93,0.87,32,25,49,1000,1.5,20,True,,,0.9131343048944731
9439,20,0.93,0.87,32,25,49,1000,1.5,20,False,,,1.071806458207682
9440,50,0.93,0.87,32,25,49,1000,1.5,50,True,,,1.841225396379715
9441,50,0.93,0.87,32,25,49,1000,1.5,50,False,,,1.7216314697385342
9442,100,0.93,0.87,32,25,49,1000,1.5,100,True,,,3.381011644585057
9443,100,0.93,0.87,32,25,49,1000,1.5,100,False,,,3.52158705192005
9444,4,0.93,0.87,32,25,49,1000,2.0,4,True,,,0.23815435335081703
9445,4,0.93,0.87,32,25,49,1000,2.0,4,False,,,0.8936898109442231
9446,6,0.93,0.87,32,25,49,1000,2.0,6,True,,,0.295188083187208
9447,6,0.93,0.87,32,25,49,1000,2.0,6,False,,,0.17714347250652002
9448,10,0.93,0.87,32,25,49,1000,2.0,10,True,,,0.50266498572364
9449,10,0.93,0.87,32,25,49,1000,2.0,10,False,,,0.8849164399550331
9450,20,0.93,0.87,32,25,49,1000,2.0,20,True,,,0.83125940440082
9451,20,0.93,0.87,32,25,49,1000,2.0,20,False,,,1.183988623712329
9452,50,0.93,0.87,32,25,49,1000,2.0,50,True,,,1.954024229501671
9453,50,0.93,0.87,32,25,49,1000,2.0,50,False,,,1.8721365044395601
9454,100,0.93,0.87,32,25,49,1000,2.0,100,True,,,3.492472646069965
9455,100,0.93,0.87,32,25,49,1000,2.0,100,False,,,3.308531608015488
9456,4,0.93,0.87,32,50,49,2000,1.0,4,True,,,0.007115131473199
9457,4,0.93,0.87,32,50,49,2000,1.0,4,False,,,0.440820002541626
9458,6,0.93,0.87,32,50,49,2000,1.0,6,True,,,0.075154522923254
9459,6,0.93,0.87,32,50,49,2000,1.0,6,False,,,0.06521228336455401
9460,10,0.93,0.87,32,50,49,2000,1.0,10,True,,,0.090265244108716
9461,10,0.93,0.87,32,50,49,2000,1.0,10,False,,,0.7335699389139371
9462,20,0.93,0.87,32,50,49,2000,1.0,20,True,,,0.63345613671374
9463,20,0.93,0.87,32,50,49,2000,1.0,20,False,,,0.760505805644859
9464,50,0.93,0.87,32,50,49,2000,1.0,50,True,,,1.4870989334409481
9465,50,0.93,0.87,32,50,49,2000,1.0,50,False,,,1.405337813020565
9466,100,0.93,0.87,32,50,49,2000,1.0,100,True,,,2.908250228818156
9467,100,0.93,0.87,32,50,49,2000,1.0,100,False,,,3.226125082354109
9468,4,0.93,0.87,32,50,49,2000,1.2,4,True,,,0.009701232913747
9469,4,0.93,0.87,32,50,49,2000,1.2,4,False,,,0.40044853381328505
9470,6,0.93,0.87,32,50,49,2000,1.2,6,True,,,0.057447207377406
9471,6,0.93,0.87,32,50,49,2000,1.2,6,False,,,0.181071721174103
9472,10,0.93,0.87,32,50,49,2000,1.2,10,True,,,0.18771906463262303
9473,10,0.93,0.87,32,50,49,2000,1.2,10,False,,,1.180892780633104
9474,20,0.93,0.87,32,50,49,2000,1.2,20,True,,,0.6616869126625711
9475,20,0.93,0.87,32,50,49,2000,1.2,20,False,,,1.217487632783049
9476,50,0.93,0.87,32,50,49,2000,1.2,50,True,,,1.5829115111893421
9477,50,0.93,0.87,32,50,49,2000,1.2,50,False,,,1.573788425059452
9478,100,0.93,0.87,32,50,49,2000,1.2,100,True,,,3.017658540852788
9479,100,0.93,0.87,32,50,49,2000,1.2,100,False,,,3.460430438527608
9480,4,0.93,0.87,32,50,49,2000,1.5,4,True,,,0.013761842123032001
9481,4,0.93,0.87,32,50,49,2000,1.5,4,False,,,0.386742212229545
9482,6,0.93,0.87,32,50,49,2000,1.5,6,True,,,0.253857158342493
9483,6,0.93,0.87,32,50,49,2000,1.5,6,False,,,0.20849080748974902
9484,10,0.93,0.87,32,50,49,2000,1.5,10,True,,,0.36079779660548406
9485,10,0.93,0.87,32,50,49,2000,1.5,10,False,,,0.725486104046407
9486,20,0.93,0.87,32,50,49,2000,1.5,20,True,,,0.8437077180058861
9487,20,0.93,0.87,32,50,49,2000,1.5,20,False,,,1.223239665750283
9488,50,0.93,0.87,32,50,49,2000,1.5,50,True,,,1.6512050108464882
9489,50,0.93,0.87,32,50,49,2000,1.5,50,False,,,1.7303842015399131
9490,100,0.93,0.87,32,50,49,2000,1.5,100,True,,,3.211231435073554
9491,100,0.93,0.87,32,50,49,2000,1.5,100,False,,,3.110564856653385
9492,4,0.93,0.87,32,50,49,2000,2.0,4,True,,,0.071328222642699
9493,4,0.93,0.87,32,50,49,2000,2.0,4,False,,,0.9056413299906221
9494,6,0.93,0.87,32,50,49,2000,2.0,6,True,,,0.30292195253640103
9495,6,0.93,0.87,32,50,49,2000,2.0,6,False,,,0.274180688941196
9496,10,0.93,0.87,32,50,49,2000,2.0,10,True,,,0.47880416669492304
9497,10,0.93,0.87,32,50,49,2000,2.0,10,False,,,0.6350722972678621
9498,20,0.93,0.87,32,50,49,2000,2.0,20,True,,,1.172794496045447
9499,20,0.93,0.87,32,50,49,2000,2.0,20,False,,,1.075328634590525
9500,50,0.93,0.87,32,50,49,2000,2.0,50,True,,,1.894820780190313
9501,50,0.93,0.87,32,50,49,2000,2.0,50,False,,,1.84723243579809
9502,100,0.93,0.87,32,50,49,2000,2.0,100,True,,,3.388191547091299
9503,100,0.93,0.87,32,50,49,2000,2.0,100,False,,,3.278522206172942
9504,4,0.93,0.87,32,64,49,10000,1.0,4,True,,,0.003632320374348
9505,4,0.93,0.87,32,64,49,10000,1.0,4,False,,,0.0029724703054350003
9506,6,0.93,0.87,32,64,49,10000,1.0,6,True,,,0.030351938844072
9507,6,0.93,0.87,32,64,49,10000,1.0,6,False,,,0.22531601546766503
9508,10,0.93,0.87,32,64,49,10000,1.0,10,True,,,0.065096879237552
9509,10,0.93,0.87,32,64,49,10000,1.0,10,False,,,0.32317063730426704
9510,20,0.93,0.87,32,64,49,10000,1.0,20,True,,,0.296317932512337
9511,20,0.93,0.87,32,64,49,10000,1.0,20,False,,,0.538098737994671
9512,50,0.93,0.87,32,64,49,10000,1.0,50,True,,,1.218713008557246
9513,50,0.93,0.87,32,64,49,10000,1.0,50,False,,,1.485818351595594
9514,100,0.93,0.87,32,64,49,10000,1.0,100,True,,,2.7531232108214
9515,100,0.93,0.87,32,64,49,10000,1.0,100,False,,,2.7835911041687913
9516,4,0.93,0.87,32,64,49,10000,1.2,4,True,,,0.005666971973703001
9517,4,0.93,0.87,32,64,49,10000,1.2,4,False,,,0.004122615416222
9518,6,0.93,0.87,32,64,49,10000,1.2,6,True,,,0.046084356362826005
9519,6,0.93,0.87,32,64,49,10000,1.2,6,False,,,0.21857304039515402
9520,10,0.93,0.87,32,64,49,10000,1.2,10,True,,,0.11660742305364001
9521,10,0.93,0.87,32,64,49,10000,1.2,10,False,,,0.32053500099185
9522,20,0.93,0.87,32,64,49,10000,1.2,20,True,,,0.329270753504237
9523,20,0.93,0.87,32,64,49,10000,1.2,20,False,,,0.6728944592775721
9524,50,0.93,0.87,32,64,49,10000,1.2,50,True,,,1.5878935552790892
9525,50,0.93,0.87,32,64,49,10000,1.2,50,False,,,1.7831572378187681
9526,100,0.93,0.87,32,64,49,10000,1.2,100,True,,,2.959255505244377
9527,100,0.93,0.87,32,64,49,10000,1.2,100,False,,,2.790067791359236
9528,4,0.93,0.87,32,64,49,10000,1.5,4,True,,,0.012897417782859001
9529,4,0.93,0.87,32,64,49,10000,1.5,4,False,,,0.172622307112232
9530,6,0.93,0.87,32,64,49,10000,1.5,6,True,,,0.229431821254715
9531,6,0.93,0.87,32,64,49,10000,1.5,6,False,,,0.154618804414133
9532,10,0.93,0.87,32,64,49,10000,1.5,10,True,,,0.28468453442914804
9533,10,0.93,0.87,32,64,49,10000,1.5,10,False,,,0.206339570009155
9534,20,0.93,0.87,32,64,49,10000,1.5,20,True,,,0.6509135723362891
9535,20,0.93,0.87,32,64,49,10000,1.5,20,False,,,0.724363562383559
9536,50,0.93,0.87,32,64,49,10000,1.5,50,True,,,1.6463929171927472
9537,50,0.93,0.87,32,64,49,10000,1.5,50,False,,,1.682867333670672
9538,100,0.93,0.87,32,64,49,10000,1.5,100,True,,,3.111819516563498
9539,100,0.93,0.87,32,64,49,10000,1.5,100,False,,,2.831346131992682
9540,4,0.93,0.87,32,64,49,10000,2.0,4,True,,,0.367048828379586
9541,4,0.93,0.87,32,64,49,10000,2.0,4,False,,,0.23647200723150402
9542,6,0.93,0.87,32,64,49,10000,2.0,6,True,,,0.140517017940749
9543,6,0.93,0.87,32,64,49,10000,2.0,6,False,,,0.27721323718095603
9544,10,0.93,0.87,32,64,49,10000,2.0,10,True,,,0.39715091723490903
9545,10,0.93,0.87,32,64,49,10000,2.0,10,False,,,0.372958745934023
9546,20,0.93,0.87,32,64,49,10000,2.0,20,True,,,1.013831059972137
9547,20,0.93,0.87,32,64,49,10000,2.0,20,False,,,0.8305070688077241
9548,50,0.93,0.87,32,64,49,10000,2.0,50,True,,,1.622522441707872
9549,50,0.93,0.87,32,64,49,10000,2.0,50,False,,,1.619593220919195
9550,100,0.93,0.87,32,64,49,10000,2.0,100,True,,,3.279047430620888
9551,100,0.93,0.87,32,64,49,10000,2.0,100,False,,,2.831455484008345
9552,4,0.93,0.87,32,64,49,50000,1.0,4,True,,,0.0021764763417050003
9553,4,0.93,0.87,32,64,49,50000,1.0,4,False,,,0.0024823359691560003
9554,6,0.93,0.87,32,64,49,50000,1.0,6,True,,,0.025017022218137
9555,6,0.93,0.87,32,64,49,50000,1.0,6,False,,,0.132084611170859
9556,10,0.93,0.87,32,64,49,50000,1.0,10,True,,,0.04938509257451101
9557,10,0.93,0.87,32,64,49,50000,1.0,10,False,,,0.24153832694048502
9558,20,0.93,0.87,32,64,49,50000,1.0,20,True,,,0.233124846174339
9559,20,0.93,0.87,32,64,49,50000,1.0,20,False,,,0.5411474864625141
9560,50,0.93,0.87,32,64,49,50000,1.0,50,True,,,1.126827315880166
9561,50,0.93,0.87,32,64,49,50000,1.0,50,False,,,1.3596445002004471
9562,100,0.93,0.87,32,64,49,50000,1.0,100,True,,,2.57323626388225
9563,100,0.93,0.87,32,64,49,50000,1.0,100,False,,,2.51931323270668
9564,4,0.93,0.87,32,64,49,50000,1.2,4,True,,,0.006001371250935
9565,4,0.93,0.87,32,64,49,50000,1.2,4,False,,,0.005142885166991001
9566,6,0.93,0.87,32,64,49,50000,1.2,6,True,,,0.045000663274176005
9567,6,0.93,0.87,32,64,49,50000,1.2,6,False,,,0.16025725040881802
9568,10,0.93,0.87,32,64,49,50000,1.2,10,True,,,0.074081545770598
9569,10,0.93,0.87,32,64,49,50000,1.2,10,False,,,0.168516203713228
9570,20,0.93,0.87,32,64,49,50000,1.2,20,True,,,0.36565261813683303
9571,20,0.93,0.87,32,64,49,50000,1.2,20,False,,,0.7386766076653981
9572,50,0.93,0.87,32,64,49,50000,1.2,50,True,,,1.24807253053561
9573,50,0.93,0.87,32,64,49,50000,1.2,50,False,,,1.7076020288375702
9574,100,0.93,0.87,32,64,49,50000,1.2,100,True,,,2.757305934359722
9575,100,0.93,0.87,32,64,49,50000,1.2,100,False,,,2.6862953509278142
9576,4,0.93,0.87,32,64,49,50000,1.5,4,True,,,0.003210535677316
9577,4,0.93,0.87,32,64,49,50000,1.5,4,False,,,0.014495602248919002
9578,6,0.93,0.87,32,64,49,50000,1.5,6,True,,,0.064217418656936
9579,6,0.93,0.87,32,64,49,50000,1.5,6,False,,,0.22282038520572403
9580,10,0.93,0.87,32,64,49,50000,1.5,10,True,,,0.14663275284073102
9581,10,0.93,0.87,32,64,49,50000,1.5,10,False,,,0.22674569800886002
9582,20,0.93,0.87,32,64,49,50000,1.5,20,True,,,0.483630709444606
9583,20,0.93,0.87,32,64,49,50000,1.5,20,False,,,0.7815322648062171
9584,50,0.93,0.87,32,64,49,50000,1.5,50,True,,,1.699849246475928
9585,50,0.93,0.87,32,64,49,50000,1.5,50,False,,,1.606994583115842
9586,100,0.93,0.87,32,64,49,50000,1.5,100,True,,,2.843845915893172
9587,100,0.93,0.87,32,64,49,50000,1.5,100,False,,,3.006786009513947
9588,4,0.93,0.87,32,64,49,50000,2.0,4,True,,,0.011433415668236
9589,4,0.93,0.87,32,64,49,50000,2.0,4,False,,,0.22344924314036302
9590,6,0.93,0.87,32,64,49,50000,2.0,6,True,,,0.239333265595277
9591,6,0.93,0.87,32,64,49,50000,2.0,6,False,,,0.197072547325175
9592,10,0.93,0.87,32,64,49,50000,2.0,10,True,,,0.28101964083004605
9593,10,0.93,0.87,32,64,49,50000,2.0,10,False,,,0.403914741895795
9594,20,0.93,0.87,32,64,49,50000,2.0,20,True,,,0.792498438758751
9595,20,0.93,0.87,32,64,49,50000,2.0,20,False,,,0.914196456366227
9596,50,0.93,0.87,32,64,49,50000,2.0,50,True,,,1.83891201311167
9597,50,0.93,0.87,32,64,49,50000,2.0,50,False,,,1.74048137588861
9598,100,0.93,0.87,32,64,49,50000,2.0,100,True,,,2.816298320677266
9599,100,0.93,0.87,32,64,49,50000,2.0,100,False,,,2.6636018365201393
9600,4,0.93,0.87,32,25,50,1000,1.0,4,True,,,0.01228164826567
9601,4,0.93,0.87,32,25,50,1000,1.0,4,False,,,0.443485705098532
9602,6,0.93,0.87,32,25,50,1000,1.0,6,True,,,0.120975559097567
9603,6,0.93,0.87,32,25,50,1000,1.0,6,False,,,0.937880458666818
9604,10,0.93,0.87,32,25,50,1000,1.0,10,True,,,0.137049008111939
9605,10,0.93,0.87,32,25,50,1000,1.0,10,False,,,0.5272326201648381
9606,20,0.93,0.87,32,25,50,1000,1.0,20,True,,,0.404073220975518
9607,20,0.93,0.87,32,25,50,1000,1.0,20,False,,,0.647604505273329
9608,50,0.93,0.87,32,25,50,1000,1.0,50,True,,,1.348751608284944
9609,50,0.93,0.87,32,25,50,1000,1.0,50,False,,,1.417528084990948
9610,100,0.93,0.87,32,25,50,1000,1.0,100,True,,,3.284252455367355
9611,100,0.93,0.87,32,25,50,1000,1.0,100,False,,,3.51564713617749
9612,4,0.93,0.87,32,25,50,1000,1.2,4,True,,,0.045894839288407006
9613,4,0.93,0.87,32,25,50,1000,1.2,4,False,,,0.23434396201488703
9614,6,0.93,0.87,32,25,50,1000,1.2,6,True,,,0.145623302679215
9615,6,0.93,0.87,32,25,50,1000,1.2,6,False,,,0.932515289146245
9616,10,0.93,0.87,32,25,50,1000,1.2,10,True,,,0.332261112375412
9617,10,0.93,0.87,32,25,50,1000,1.2,10,False,,,0.538736462008242
9618,20,0.93,0.87,32,25,50,1000,1.2,20,True,,,0.843164789776718
9619,20,0.93,0.87,32,25,50,1000,1.2,20,False,,,0.6974557461562501
9620,50,0.93,0.87,32,25,50,1000,1.2,50,True,,,1.655435281200071
9621,50,0.93,0.87,32,25,50,1000,1.2,50,False,,,1.7008034072070681
9622,100,0.93,0.87,32,25,50,1000,1.2,100,True,,,3.4882704927779162
9623,100,0.93,0.87,32,25,50,1000,1.2,100,False,,,3.599680239280639
9624,4,0.93,0.87,32,25,50,1000,1.5,4,True,,,0.23259469550570502
9625,4,0.93,0.87,32,25,50,1000,1.5,4,False,,,0.24643717451889902
9626,6,0.93,0.87,32,25,50,1000,1.5,6,True,,,0.115275961937273
9627,6,0.93,0.87,32,25,50,1000,1.5,6,False,,,0.8536631776285991
9628,10,0.93,0.87,32,25,50,1000,1.5,10,True,,,0.601953241033607
9629,10,0.93,0.87,32,25,50,1000,1.5,10,False,,,0.5778965225713181
9630,20,0.93,0.87,32,25,50,1000,1.5,20,True,,,0.709486361363695
9631,20,0.93,0.87,32,25,50,1000,1.5,20,False,,,0.946557957369874
9632,50,0.93,0.87,32,25,50,1000,1.5,50,True,,,1.722979735071171
9633,50,0.93,0.87,32,25,50,1000,1.5,50,False,,,1.936170598811354
9634,100,0.93,0.87,32,25,50,1000,1.5,100,True,,,3.247727516444633
