,num_to_shelf,sim_thresh,merge_sim_thresh,batch_size,eons,i,size,std,num,is_shuffle,classifications,class_centers,error
3877,4,0.93,0.87,32,25,20,1000,2.0,4,False,,,0.12205150502270701
3878,6,0.93,0.87,32,25,20,1000,2.0,6,True,,,0.502066453358738
3879,6,0.93,0.87,32,25,20,1000,2.0,6,False,,,0.5717614872812931
3880,10,0.93,0.87,32,25,20,1000,2.0,10,True,,,0.5620719277209331
3881,10,0.93,0.87,32,25,20,1000,2.0,10,False,,,1.543225756298755
3882,20,0.93,0.87,32,25,20,1000,2.0,20,True,,,0.9651818382700391
3883,20,0.93,0.87,32,25,20,1000,2.0,20,False,,,0.8676076418927691
3884,50,0.93,0.87,32,25,20,1000,2.0,50,True,,,1.944293792312681
3885,50,0.93,0.87,32,25,20,1000,2.0,50,False,,,2.041316339093626
3886,100,0.93,0.87,32,25,20,1000,2.0,100,True,,,3.401004583047178
3887,100,0.93,0.87,32,25,20,1000,2.0,100,False,,,3.099008699207734
3888,4,0.93,0.87,32,50,20,2000,1.0,4,True,,,0.008988073852313
3889,4,0.93,0.87,32,50,20,2000,1.0,4,False,,,0.358209373458716
3890,6,0.93,0.87,32,50,20,2000,1.0,6,True,,,0.019808174148268
3891,6,0.93,0.87,32,50,20,2000,1.0,6,False,,,0.022628945927993003
3892,10,0.93,0.87,32,50,20,2000,1.0,10,True,,,0.29976129759696
3893,10,0.93,0.87,32,50,20,2000,1.0,10,False,,,2.040842606147115
3894,20,0.93,0.87,32,50,20,2000,1.0,20,True,,,0.42100827942503005
3895,20,0.93,0.87,32,50,20,2000,1.0,20,False,,,0.6104248719624551
3896,50,0.93,0.87,32,50,20,2000,1.0,50,True,,,1.5118578581336242
3897,50,0.93,0.87,32,50,20,2000,1.0,50,False,,,1.819774007130564
3898,100,0.93,0.87,32,50,20,2000,1.0,100,True,,,3.3102447066570893
3899,100,0.93,0.87,32,50,20,2000,1.0,100,False,,,3.213825879023889
3900,4,0.93,0.87,32,50,20,2000,1.2,4,True,,,0.008627210484778
3901,4,0.93,0.87,32,50,20,2000,1.2,4,False,,,0.34834502859759703
3902,6,0.93,0.87,32,50,20,2000,1.2,6,True,,,0.025940328379771
3903,6,0.93,0.87,32,50,20,2000,1.2,6,False,,,0.23875763256874302
3904,10,0.93,0.87,32,50,20,2000,1.2,10,True,,,0.48173546930238603
3905,10,0.93,0.87,32,50,20,2000,1.2,10,False,,,1.964056634767826
3906,20,0.93,0.87,32,50,20,2000,1.2,20,True,,,0.5343941768928531
3907,20,0.93,0.87,32,50,20,2000,1.2,20,False,,,0.845237956336603
3908,50,0.93,0.87,32,50,20,2000,1.2,50,True,,,1.5291578677233222
3909,50,0.93,0.87,32,50,20,2000,1.2,50,False,,,1.811509608346722
3910,100,0.93,0.87,32,50,20,2000,1.2,100,True,,,3.259913024544148
3911,100,0.93,0.87,32,50,20,2000,1.2,100,False,,,3.309485407771227
3912,4,0.93,0.87,32,50,20,2000,1.5,4,True,,,0.016089687996969002
3913,4,0.93,0.87,32,50,20,2000,1.5,4,False,,,0.286888419543779
3914,6,0.93,0.87,32,50,20,2000,1.5,6,True,,,0.08227381507797901
3915,6,0.93,0.87,32,50,20,2000,1.5,6,False,,,0.573347314478435
3916,10,0.93,0.87,32,50,20,2000,1.5,10,True,,,0.272385289456881
3917,10,0.93,0.87,32,50,20,2000,1.5,10,False,,,1.840745190681568
3918,20,0.93,0.87,32,50,20,2000,1.5,20,True,,,0.68539036451621
3919,20,0.93,0.87,32,50,20,2000,1.5,20,False,,,0.936054545774823
3920,50,0.93,0.87,32,50,20,2000,1.5,50,True,,,1.848671707358502
3921,50,0.93,0.87,32,50,20,2000,1.5,50,False,,,1.9199932897146441
3922,100,0.93,0.87,32,50,20,2000,1.5,100,True,,,3.259198240979219
3923,100,0.93,0.87,32,50,20,2000,1.5,100,False,,,3.307216366914198
3924,4,0.93,0.87,32,50,20,2000,2.0,4,True,,,0.056712218968265005
3925,4,0.93,0.87,32,50,20,2000,2.0,4,False,,,0.34032288614022704
3926,6,0.93,0.87,32,50,20,2000,2.0,6,True,,,0.5724470471214701
3927,6,0.93,0.87,32,50,20,2000,2.0,6,False,,,0.5638043749811611
3928,10,0.93,0.87,32,50,20,2000,2.0,10,True,,,0.34100654629598504
3929,10,0.93,0.87,32,50,20,2000,2.0,10,False,,,1.663195356351026
3930,20,0.93,0.87,32,50,20,2000,2.0,20,True,,,1.005704723047742
3931,20,0.93,0.87,32,50,20,2000,2.0,20,False,,,0.9458792767137111
3932,50,0.93,0.87,32,50,20,2000,2.0,50,True,,,1.826856958920672
3933,50,0.93,0.87,32,50,20,2000,2.0,50,False,,,1.8676986471473502
3934,100,0.93,0.87,32,50,20,2000,2.0,100,True,,,3.362100743933728
3935,100,0.93,0.87,32,50,20,2000,2.0,100,False,,,3.286065536323514
3936,4,0.93,0.87,32,64,20,10000,1.0,4,True,,,0.0040729351371410006
3937,4,0.93,0.87,32,64,20,10000,1.0,4,False,,,0.004175909828968
3938,6,0.93,0.87,32,64,20,10000,1.0,6,True,,,0.012995166615221002
3939,6,0.93,0.87,32,64,20,10000,1.0,6,False,,,0.219561445845482
3940,10,0.93,0.87,32,64,20,10000,1.0,10,True,,,0.06492583754584201
3941,10,0.93,0.87,32,64,20,10000,1.0,10,False,,,0.44855950881489903
3942,20,0.93,0.87,32,64,20,10000,1.0,20,True,,,0.47826113653917
3943,20,0.93,0.87,32,64,20,10000,1.0,20,False,,,0.5757095262141251
3944,50,0.93,0.87,32,64,20,10000,1.0,50,True,,,1.385025134220297
3945,50,0.93,0.87,32,64,20,10000,1.0,50,False,,,1.541500770086555
3946,100,0.93,0.87,32,64,20,10000,1.0,100,True,,,2.57320106378756
3947,100,0.93,0.87,32,64,20,10000,1.0,100,False,,,2.770937701274579
3948,4,0.93,0.87,32,64,20,10000,1.2,4,True,,,0.004281948011112
3949,4,0.93,0.87,32,64,20,10000,1.2,4,False,,,0.006332209065187001
3950,6,0.93,0.87,32,64,20,10000,1.2,6,True,,,0.016260185161487
3951,6,0.93,0.87,32,64,20,10000,1.2,6,False,,,0.23225638295264703
3952,10,0.93,0.87,32,64,20,10000,1.2,10,True,,,0.123560795074673
3953,10,0.93,0.87,32,64,20,10000,1.2,10,False,,,0.47694738437954504
3954,20,0.93,0.87,32,64,20,10000,1.2,20,True,,,0.5569025785995331
3955,20,0.93,0.87,32,64,20,10000,1.2,20,False,,,0.694799757747669
3956,50,0.93,0.87,32,64,20,10000,1.2,50,True,,,1.668012322221042
3957,50,0.93,0.87,32,64,20,10000,1.2,50,False,,,1.877098161511976
3958,100,0.93,0.87,32,64,20,10000,1.2,100,True,,,2.886492813325238
3959,100,0.93,0.87,32,64,20,10000,1.2,100,False,,,2.8831936751915013
3960,4,0.93,0.87,32,64,20,10000,1.5,4,True,,,0.010199921266063
3961,4,0.93,0.87,32,64,20,10000,1.5,4,False,,,0.025159138189225
3962,6,0.93,0.87,32,64,20,10000,1.5,6,True,,,0.034968136235177
3963,6,0.93,0.87,32,64,20,10000,1.5,6,False,,,0.241730917439121
3964,10,0.93,0.87,32,64,20,10000,1.5,10,True,,,0.190658712013724
3965,10,0.93,0.87,32,64,20,10000,1.5,10,False,,,0.45981178065203604
3966,20,0.93,0.87,32,64,20,10000,1.5,20,True,,,0.589108354060919
3967,20,0.93,0.87,32,64,20,10000,1.5,20,False,,,0.8352050281176111
3968,50,0.93,0.87,32,64,20,10000,1.5,50,True,,,1.716047051899754
3969,50,0.93,0.87,32,64,20,10000,1.5,50,False,,,1.916158108025538
3970,100,0.93,0.87,32,64,20,10000,1.5,100,True,,,3.049372716188919
3971,100,0.93,0.87,32,64,20,10000,1.5,100,False,,,2.955748804661125
3972,4,0.93,0.87,32,64,20,10000,2.0,4,True,,,0.014804389357425
3973,4,0.93,0.87,32,64,20,10000,2.0,4,False,,,0.040049331565681
3974,6,0.93,0.87,32,64,20,10000,2.0,6,True,,,0.075972828972533
3975,6,0.93,0.87,32,64,20,10000,2.0,6,False,,,0.24386699889003502
3976,10,0.93,0.87,32,64,20,10000,2.0,10,True,,,0.30587798825837004
3977,10,0.93,0.87,32,64,20,10000,2.0,10,False,,,0.5934132663004761
3978,20,0.93,0.87,32,64,20,10000,2.0,20,True,,,0.739636676468849
3979,20,0.93,0.87,32,64,20,10000,2.0,20,False,,,0.8088218450208741
3980,50,0.93,0.87,32,64,20,10000,2.0,50,True,,,1.793423137142761
3981,50,0.93,0.87,32,64,20,10000,2.0,50,False,,,1.728471026918355
3982,100,0.93,0.87,32,64,20,10000,2.0,100,True,,,2.857980052028129
3983,100,0.93,0.87,32,64,20,10000,2.0,100,False,,,2.857669014055131
3984,4,0.93,0.87,32,64,20,50000,1.0,4,True,,,0.0015607275335230001
3985,4,0.93,0.87,32,64,20,50000,1.0,4,False,,,0.0019276062383810002
3986,6,0.93,0.87,32,64,20,50000,1.0,6,True,,,0.0036832161131210004
3987,6,0.93,0.87,32,64,20,50000,1.0,6,False,,,0.010048799704208002
3988,10,0.93,0.87,32,64,20,50000,1.0,10,True,,,0.11775201572733701
3989,10,0.93,0.87,32,64,20,50000,1.0,10,False,,,0.133603300980174
3990,20,0.93,0.87,32,64,20,50000,1.0,20,True,,,0.31276555530904804
3991,20,0.93,0.87,32,64,20,50000,1.0,20,False,,,0.51202905864331
3992,50,0.93,0.87,32,64,20,50000,1.0,50,True,,,1.324725199830758
3993,50,0.93,0.87,32,64,20,50000,1.0,50,False,,,1.5002701793484121
3994,100,0.93,0.87,32,64,20,50000,1.0,100,True,,,2.473093008886335
3995,100,0.93,0.87,32,64,20,50000,1.0,100,False,,,2.718125567851841
3996,4,0.93,0.87,32,64,20,50000,1.2,4,True,,,0.0028671054094110003
3997,4,0.93,0.87,32,64,20,50000,1.2,4,False,,,0.002608206940698
3998,6,0.93,0.87,32,64,20,50000,1.2,6,True,,,0.006125749909596001
3999,6,0.93,0.87,32,64,20,50000,1.2,6,False,,,0.024927414945637
4000,10,0.93,0.87,32,64,20,50000,1.2,10,True,,,0.046743561461888
4001,10,0.93,0.87,32,64,20,50000,1.2,10,False,,,0.23851811836537
4002,20,0.93,0.87,32,64,20,50000,1.2,20,True,,,0.496349972353719
4003,20,0.93,0.87,32,64,20,50000,1.2,20,False,,,0.775493178123225
4004,50,0.93,0.87,32,64,20,50000,1.2,50,True,,,1.328263527294308
4005,50,0.93,0.87,32,64,20,50000,1.2,50,False,,,1.58697931209907
4006,100,0.93,0.87,32,64,20,50000,1.2,100,True,,,2.647548951887626
4007,100,0.93,0.87,32,64,20,50000,1.2,100,False,,,2.776884805341986
4008,4,0.93,0.87,32,64,20,50000,1.5,4,True,,,0.003983107905997
4009,4,0.93,0.87,32,64,20,50000,1.5,4,False,,,0.32190555589626
4010,6,0.93,0.87,32,64,20,50000,1.5,6,True,,,0.009594091978080001
4011,6,0.93,0.87,32,64,20,50000,1.5,6,False,,,0.22864693129704403
4012,10,0.93,0.87,32,64,20,50000,1.5,10,True,,,0.178961999151887
4013,10,0.93,0.87,32,64,20,50000,1.5,10,False,,,0.24717435068286203
4014,20,0.93,0.87,32,64,20,50000,1.5,20,True,,,0.631859004016458
4015,20,0.93,0.87,32,64,20,50000,1.5,20,False,,,0.8370192303636881
4016,50,0.93,0.87,32,64,20,50000,1.5,50,True,,,1.671263128537476
4017,50,0.93,0.87,32,64,20,50000,1.5,50,False,,,1.7787332276756551
4018,100,0.93,0.87,32,64,20,50000,1.5,100,True,,,2.735827798721606
4019,100,0.93,0.87,32,64,20,50000,1.5,100,False,,,2.57115850772296
4020,4,0.93,0.87,32,64,20,50000,2.0,4,True,,,0.008290624618066001
4021,4,0.93,0.87,32,64,20,50000,2.0,4,False,,,0.04724753224369101
4022,6,0.93,0.87,32,64,20,50000,2.0,6,True,,,0.032418740153957
4023,6,0.93,0.87,32,64,20,50000,2.0,6,False,,,0.253043148903414
4024,10,0.93,0.87,32,64,20,50000,2.0,10,True,,,0.290339857738838
4025,10,0.93,0.87,32,64,20,50000,2.0,10,False,,,0.402391202039002
4026,20,0.93,0.87,32,64,20,50000,2.0,20,True,,,0.77280522088321
4027,20,0.93,0.87,32,64,20,50000,2.0,20,False,,,0.730010702829028
4028,50,0.93,0.87,32,64,20,50000,2.0,50,True,,,1.715371660207136
4029,50,0.93,0.87,32,64,20,50000,2.0,50,False,,,1.9077247495526062
4030,100,0.93,0.87,32,64,20,50000,2.0,100,True,,,2.930279219539432
4031,100,0.93,0.87,32,64,20,50000,2.0,100,False,,,2.556552800200543
4032,4,0.93,0.87,32,25,21,1000,1.0,4,True,,,0.012971432300182
4033,4,0.93,0.87,32,25,21,1000,1.0,4,False,,,0.012096030516437001
4034,6,0.93,0.87,32,25,21,1000,1.0,6,True,,,0.040237663112937
4035,6,0.93,0.87,32,25,21,1000,1.0,6,False,,,0.574755997565196
4036,10,0.93,0.87,32,25,21,1000,1.0,10,True,,,0.20242545045037202
4037,10,0.93,0.87,32,25,21,1000,1.0,10,False,,,0.6374214156525221
4038,20,0.93,0.87,32,25,21,1000,1.0,20,True,,,0.452759827077896
4039,20,0.93,0.87,32,25,21,1000,1.0,20,False,,,0.8036957540268661
4040,50,0.93,0.87,32,25,21,1000,1.0,50,True,,,1.372188597578381
4041,50,0.93,0.87,32,25,21,1000,1.0,50,False,,,1.582782680202596
4042,100,0.93,0.87,32,25,21,1000,1.0,100,True,,,3.515046247622287
4043,100,0.93,0.87,32,25,21,1000,1.0,100,False,,,3.335943887121935
4044,4,0.93,0.87,32,25,21,1000,1.2,4,True,,,0.018003282030558003
4045,4,0.93,0.87,32,25,21,1000,1.2,4,False,,,0.926431540703162
4046,6,0.93,0.87,32,25,21,1000,1.2,6,True,,,0.09801414934183901
4047,6,0.93,0.87,32,25,21,1000,1.2,6,False,,,0.7734203183973181
4048,10,0.93,0.87,32,25,21,1000,1.2,10,True,,,0.22496816405113101
4049,10,0.93,0.87,32,25,21,1000,1.2,10,False,,,0.8459934076882111
4050,20,0.93,0.87,32,25,21,1000,1.2,20,True,,,0.578253573082772
4051,20,0.93,0.87,32,25,21,1000,1.2,20,False,,,0.732953128696444
4052,50,0.93,0.87,32,25,21,1000,1.2,50,True,,,1.7808041742454712
4053,50,0.93,0.87,32,25,21,1000,1.2,50,False,,,1.668400669317069
4054,100,0.93,0.87,32,25,21,1000,1.2,100,True,,,3.628171451502791
4055,100,0.93,0.87,32,25,21,1000,1.2,100,False,,,3.381154628067864
4056,4,0.93,0.87,32,25,21,1000,1.5,4,True,,,0.516652589027619
4057,4,0.93,0.87,32,25,21,1000,1.5,4,False,,,0.82497118787238
4058,6,0.93,0.87,32,25,21,1000,1.5,6,True,,,0.313285125579271
4059,6,0.93,0.87,32,25,21,1000,1.5,6,False,,,0.433885830991435
4060,10,0.93,0.87,32,25,21,1000,1.5,10,True,,,0.17517803779017402
4061,10,0.93,0.87,32,25,21,1000,1.5,10,False,,,0.6113543478513781
4062,20,0.93,0.87,32,25,21,1000,1.5,20,True,,,0.8506856893629721
4063,20,0.93,0.87,32,25,21,1000,1.5,20,False,,,1.524851792616115
4064,50,0.93,0.87,32,25,21,1000,1.5,50,True,,,1.766616725682988
4065,50,0.93,0.87,32,25,21,1000,1.5,50,False,,,1.9101760306562312
4066,100,0.93,0.87,32,25,21,1000,1.5,100,True,,,3.896378666607226
4067,100,0.93,0.87,32,25,21,1000,1.5,100,False,,,3.786083889656239
4068,4,0.93,0.87,32,25,21,1000,2.0,4,True,,,0.137397353346842
4069,4,0.93,0.87,32,25,21,1000,2.0,4,False,,,0.46930338639765706
4070,6,0.93,0.87,32,25,21,1000,2.0,6,True,,,0.341299831707275
4071,6,0.93,0.87,32,25,21,1000,2.0,6,False,,,0.382969869934408
4072,10,0.93,0.87,32,25,21,1000,2.0,10,True,,,0.30136486692984504
4073,10,0.93,0.87,32,25,21,1000,2.0,10,False,,,0.8900293271994031
4074,20,0.93,0.87,32,25,21,1000,2.0,20,True,,,1.1485018867324461
4075,20,0.93,0.87,32,25,21,1000,2.0,20,False,,,1.1401730343467409
4076,50,0.93,0.87,32,25,21,1000,2.0,50,True,,,1.94564924744966
4077,50,0.93,0.87,32,25,21,1000,2.0,50,False,,,1.911611418744999
4078,100,0.93,0.87,32,25,21,1000,2.0,100,True,,,3.712248832101446
4079,100,0.93,0.87,32,25,21,1000,2.0,100,False,,,3.623259925498143
4080,4,0.93,0.87,32,50,21,2000,1.0,4,True,,,0.011626503086908001
4081,4,0.93,0.87,32,50,21,2000,1.0,4,False,,,0.551043328250098
4082,6,0.93,0.87,32,50,21,2000,1.0,6,True,,,0.049337427950913004
4083,6,0.93,0.87,32,50,21,2000,1.0,6,False,,,0.300257886261725
4084,10,0.93,0.87,32,50,21,2000,1.0,10,True,,,0.20480512731647302
4085,10,0.93,0.87,32,50,21,2000,1.0,10,False,,,0.38352976828463103
4086,20,0.93,0.87,32,50,21,2000,1.0,20,True,,,0.49205164931696305
4087,20,0.93,0.87,32,50,21,2000,1.0,20,False,,,0.506348862196457
4088,50,0.93,0.87,32,50,21,2000,1.0,50,True,,,1.46446011238369
4089,50,0.93,0.87,32,50,21,2000,1.0,50,False,,,1.6950123638189591
4090,100,0.93,0.87,32,50,21,2000,1.0,100,True,,,3.121623383899964
4091,100,0.93,0.87,32,50,21,2000,1.0,100,False,,,3.044622333589365
4092,4,0.93,0.87,32,50,21,2000,1.2,4,True,,,0.011067603799377
4093,4,0.93,0.87,32,50,21,2000,1.2,4,False,,,0.629669212151253
4094,6,0.93,0.87,32,50,21,2000,1.2,6,True,,,0.089493344417579
4095,6,0.93,0.87,32,50,21,2000,1.2,6,False,,,0.5469891484710621
4096,10,0.93,0.87,32,50,21,2000,1.2,10,True,,,0.159158675436879
4097,10,0.93,0.87,32,50,21,2000,1.2,10,False,,,0.6227516721089521
4098,20,0.93,0.87,32,50,21,2000,1.2,20,True,,,0.5667861653884351
4099,20,0.93,0.87,32,50,21,2000,1.2,20,False,,,1.340847072473065
4100,50,0.93,0.87,32,50,21,2000,1.2,50,True,,,1.7574156502830411
4101,50,0.93,0.87,32,50,21,2000,1.2,50,False,,,1.725160372437291
4102,100,0.93,0.87,32,50,21,2000,1.2,100,True,,,3.081775907986124
4103,100,0.93,0.87,32,50,21,2000,1.2,100,False,,,3.154124631726534
4104,4,0.93,0.87,32,50,21,2000,1.5,4,True,,,0.020388745303666002
4105,4,0.93,0.87,32,50,21,2000,1.5,4,False,,,0.832040248217997
4106,6,0.93,0.87,32,50,21,2000,1.5,6,True,,,0.319792801376973
4107,6,0.93,0.87,32,50,21,2000,1.5,6,False,,,0.33261060837718803
4108,10,0.93,0.87,32,50,21,2000,1.5,10,True,,,0.249493406395792
4109,10,0.93,0.87,32,50,21,2000,1.5,10,False,,,1.014099858288403
4110,20,0.93,0.87,32,50,21,2000,1.5,20,True,,,0.642908402511947
4111,20,0.93,0.87,32,50,21,2000,1.5,20,False,,,1.04639888073861
4112,50,0.93,0.87,32,50,21,2000,1.5,50,True,,,1.697331032514521
4113,50,0.93,0.87,32,50,21,2000,1.5,50,False,,,1.75019267274238
4114,100,0.93,0.87,32,50,21,2000,1.5,100,True,,,3.252145325534079
4115,100,0.93,0.87,32,50,21,2000,1.5,100,False,,,3.372247959769626
4116,4,0.93,0.87,32,50,21,2000,2.0,4,True,,,0.44408967508669905
4117,4,0.93,0.87,32,50,21,2000,2.0,4,False,,,0.40514962596681403
4118,6,0.93,0.87,32,50,21,2000,2.0,6,True,,,0.33645551405392904
4119,6,0.93,0.87,32,50,21,2000,2.0,6,False,,,0.38875823055650405
4120,10,0.93,0.87,32,50,21,2000,2.0,10,True,,,0.457792365635356
4121,10,0.93,0.87,32,50,21,2000,2.0,10,False,,,0.8495272148234321
4122,20,0.93,0.87,32,50,21,2000,2.0,20,True,,,0.9266744825606291
4123,20,0.93,0.87,32,50,21,2000,2.0,20,False,,,1.0571515935961031
4124,50,0.93,0.87,32,50,21,2000,2.0,50,True,,,1.616845583992268
4125,50,0.93,0.87,32,50,21,2000,2.0,50,False,,,1.8468626687363572
4126,100,0.93,0.87,32,50,21,2000,2.0,100,True,,,3.253575486005806
4127,100,0.93,0.87,32,50,21,2000,2.0,100,False,,,3.088852019160398
4128,4,0.93,0.87,32,64,21,10000,1.0,4,True,,,0.006630890536722001
4129,4,0.93,0.87,32,64,21,10000,1.0,4,False,,,0.007539853699227001
4130,6,0.93,0.87,32,64,21,10000,1.0,6,True,,,0.025827957931723003
4131,6,0.93,0.87,32,64,21,10000,1.0,6,False,,,0.40832121190723003
4132,10,0.93,0.87,32,64,21,10000,1.0,10,True,,,0.20598251358486402
4133,10,0.93,0.87,32,64,21,10000,1.0,10,False,,,0.6237776631185571
4134,20,0.93,0.87,32,64,21,10000,1.0,20,True,,,0.331800242633635
4135,20,0.93,0.87,32,64,21,10000,1.0,20,False,,,0.778483259883841
4136,50,0.93,0.87,32,64,21,10000,1.0,50,True,,,1.352638028530489
4137,50,0.93,0.87,32,64,21,10000,1.0,50,False,,,1.445065842413046
4138,100,0.93,0.87,32,64,21,10000,1.0,100,True,,,2.707264589275165
4139,100,0.93,0.87,32,64,21,10000,1.0,100,False,,,2.767853227370031
4140,4,0.93,0.87,32,64,21,10000,1.2,4,True,,,0.006501050916944
4141,4,0.93,0.87,32,64,21,10000,1.2,4,False,,,0.007784051248686001
4142,6,0.93,0.87,32,64,21,10000,1.2,6,True,,,0.039117366032175006
4143,6,0.93,0.87,32,64,21,10000,1.2,6,False,,,0.396978473847714
4144,10,0.93,0.87,32,64,21,10000,1.2,10,True,,,0.17786164689580702
4145,10,0.93,0.87,32,64,21,10000,1.2,10,False,,,0.640987343786788
4146,20,0.93,0.87,32,64,21,10000,1.2,20,True,,,0.42165107052612305
4147,20,0.93,0.87,32,64,21,10000,1.2,20,False,,,0.770678096904978
4148,50,0.93,0.87,32,64,21,10000,1.2,50,True,,,1.549374784793027
4149,50,0.93,0.87,32,64,21,10000,1.2,50,False,,,1.646671193170567
4150,100,0.93,0.87,32,64,21,10000,1.2,100,True,,,2.899805279223621
4151,100,0.93,0.87,32,64,21,10000,1.2,100,False,,,2.88236488451824
4152,4,0.93,0.87,32,64,21,10000,1.5,4,True,,,0.011106118736582
4153,4,0.93,0.87,32,64,21,10000,1.5,4,False,,,0.012425308902963
4154,6,0.93,0.87,32,64,21,10000,1.5,6,True,,,0.056610369159907005
4155,6,0.93,0.87,32,64,21,10000,1.5,6,False,,,0.39614492558965203
4156,10,0.93,0.87,32,64,21,10000,1.5,10,True,,,0.14626141871043202
4157,10,0.93,0.87,32,64,21,10000,1.5,10,False,,,0.6498632892593661
4158,20,0.93,0.87,32,64,21,10000,1.5,20,True,,,0.577214282805226
4159,20,0.93,0.87,32,64,21,10000,1.5,20,False,,,0.8512022249934781
4160,50,0.93,0.87,32,64,21,10000,1.5,50,True,,,1.8031646746153842
4161,50,0.93,0.87,32,64,21,10000,1.5,50,False,,,1.892083478235394
4162,100,0.93,0.87,32,64,21,10000,1.5,100,True,,,3.159232457587036
4163,100,0.93,0.87,32,64,21,10000,1.5,100,False,,,2.785144664486626
4164,4,0.93,0.87,32,64,21,10000,2.0,4,True,,,0.024705648514427
4165,4,0.93,0.87,32,64,21,10000,2.0,4,False,,,0.026036931503012003
4166,6,0.93,0.87,32,64,21,10000,2.0,6,True,,,0.28322828893913604
4167,6,0.93,0.87,32,64,21,10000,2.0,6,False,,,0.413895825355226
4168,10,0.93,0.87,32,64,21,10000,2.0,10,True,,,0.24272763626849303
4169,10,0.93,0.87,32,64,21,10000,2.0,10,False,,,0.796039960399018
4170,20,0.93,0.87,32,64,21,10000,2.0,20,True,,,0.7174946166731081
4171,20,0.93,0.87,32,64,21,10000,2.0,20,False,,,0.952827370078081
4172,50,0.93,0.87,32,64,21,10000,2.0,50,True,,,1.936916213231911
4173,50,0.93,0.87,32,64,21,10000,2.0,50,False,,,1.9561126415052912
4174,100,0.93,0.87,32,64,21,10000,2.0,100,True,,,2.9946940536410582
4175,100,0.93,0.87,32,64,21,10000,2.0,100,False,,,3.007836205552736
4176,4,0.93,0.87,32,64,21,50000,1.0,4,True,,,0.00246991724777
4177,4,0.93,0.87,32,64,21,50000,1.0,4,False,,,0.002463102003753
4178,6,0.93,0.87,32,64,21,50000,1.0,6,True,,,0.022546616111559
4179,6,0.93,0.87,32,64,21,50000,1.0,6,False,,,0.091444153336538
4180,10,0.93,0.87,32,64,21,50000,1.0,10,True,,,0.033745390461342
4181,10,0.93,0.87,32,64,21,50000,1.0,10,False,,,0.080016499757819
4182,20,0.93,0.87,32,64,21,50000,1.0,20,True,,,0.313000662192911
4183,20,0.93,0.87,32,64,21,50000,1.0,20,False,,,0.672800887151583
4184,50,0.93,0.87,32,64,21,50000,1.0,50,True,,,1.191521809796585
4185,50,0.93,0.87,32,64,21,50000,1.0,50,False,,,1.543094144721844
4186,100,0.93,0.87,32,64,21,50000,1.0,100,True,,,2.651973291096601
4187,100,0.93,0.87,32,64,21,50000,1.0,100,False,,,2.645781852516432
4188,4,0.93,0.87,32,64,21,50000,1.2,4,True,,,0.002630648047102
4189,4,0.93,0.87,32,64,21,50000,1.2,4,False,,,0.002601800299139
4190,6,0.93,0.87,32,64,21,50000,1.2,6,True,,,0.032264801984011
4191,6,0.93,0.87,32,64,21,50000,1.2,6,False,,,0.116259158543629
4192,10,0.93,0.87,32,64,21,50000,1.2,10,True,,,0.08461862359699801
4193,10,0.93,0.87,32,64,21,50000,1.2,10,False,,,0.495084488042042
4194,20,0.93,0.87,32,64,21,50000,1.2,20,True,,,0.37418589106091205
4195,20,0.93,0.87,32,64,21,50000,1.2,20,False,,,0.7180458798057641
4196,50,0.93,0.87,32,64,21,50000,1.2,50,True,,,1.430671626148257
4197,50,0.93,0.87,32,64,21,50000,1.2,50,False,,,1.781126580340632
4198,100,0.93,0.87,32,64,21,50000,1.2,100,True,,,2.764375101123297
4199,100,0.93,0.87,32,64,21,50000,1.2,100,False,,,2.755575750977201
4200,4,0.93,0.87,32,64,21,50000,1.5,4,True,,,0.004856681542789
4201,4,0.93,0.87,32,64,21,50000,1.5,4,False,,,0.047540994604866
4202,6,0.93,0.87,32,64,21,50000,1.5,6,True,,,0.045870713390184004
4203,6,0.93,0.87,32,64,21,50000,1.5,6,False,,,0.103099088051364
4204,10,0.93,0.87,32,64,21,50000,1.5,10,True,,,0.135742478891377
4205,10,0.93,0.87,32,64,21,50000,1.5,10,False,,,0.40955133951513
4206,20,0.93,0.87,32,64,21,50000,1.5,20,True,,,0.621298940359263
4207,20,0.93,0.87,32,64,21,50000,1.5,20,False,,,0.9331260582653871
4208,50,0.93,0.87,32,64,21,50000,1.5,50,True,,,1.7600187414212072
4209,50,0.93,0.87,32,64,21,50000,1.5,50,False,,,1.599457542043954
4210,100,0.93,0.87,32,64,21,50000,1.5,100,True,,,2.989812655723078
4211,100,0.93,0.87,32,64,21,50000,1.5,100,False,,,2.901613322309655
4212,4,0.93,0.87,32,64,21,50000,2.0,4,True,,,0.009695634513699002
4213,4,0.93,0.87,32,64,21,50000,2.0,4,False,,,0.049637876850031
4214,6,0.93,0.87,32,64,21,50000,2.0,6,True,,,0.07936844876874101
4215,6,0.93,0.87,32,64,21,50000,2.0,6,False,,,0.145540331003504
4216,10,0.93,0.87,32,64,21,50000,2.0,10,True,,,0.21412549267549302
4217,10,0.93,0.87,32,64,21,50000,2.0,10,False,,,0.238056391072988
4218,20,0.93,0.87,32,64,21,50000,2.0,20,True,,,0.841644743857308
4219,20,0.93,0.87,32,64,21,50000,2.0,20,False,,,0.8616044374939511
4220,50,0.93,0.87,32,64,21,50000,2.0,50,True,,,1.734690731430518
4221,50,0.93,0.87,32,64,21,50000,2.0,50,False,,,1.920321305406568
